OBJECTID_1,FID_Metrorail_Stations_Buffer,OBJECTID,NAME,STATION,NODE,YEAR_,GlobalID,CreationDa,Creator,EditDate,Editor,BUFF_DIST,ORIG_FID,FID_Current_Housing_Units,OBJECTID,PIN,PARCE_ID,VALID_FROM,VALID_TO,CURRE_UNIT,HOUSI_UNIT,LUC,YEAR_BUILT,STRUC_DESC
2510,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41160,41161,0293 17030522,451090,,1/1/2023,1,HR,45,1978,
2511,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41160,41161,0293 17030522,451090,,1/1/2023,1,HR,45,1978,
2512,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41161,41162,0293 17030705,448489,,1/1/2023,1,HR,45,1978,
2513,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41161,41162,0293 17030705,448489,,1/1/2023,1,HR,45,1978,
2514,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41162,41163,0293 17030714,454951,,1/1/2023,1,HR,45,1978,
2515,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41162,41163,0293 17030714,454951,,1/1/2023,1,HR,45,1978,
2516,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41163,41164,0293 17030718,447264,,1/1/2023,1,HR,45,1978,
2517,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41163,41164,0293 17030718,447264,,1/1/2023,1,HR,45,1978,
2518,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41164,41165,0293 17030826,450320,,1/1/2023,1,HR,45,1978,
2519,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41164,41165,0293 17030826,450320,,1/1/2023,1,HR,45,1978,
2520,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41165,41166,0293 17030912,445090,,1/1/2023,1,HR,45,1978,
2521,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41165,41166,0293 17030912,445090,,1/1/2023,1,HR,45,1978,
2522,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41533,41534,0293 17030122,452793,,1/1/2023,1,HR,45,1978,
2523,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41533,41534,0293 17030122,452793,,1/1/2023,1,HR,45,1978,
2524,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41534,41535,0293 17030318,447757,,1/1/2023,1,HR,45,1978,
2525,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41534,41535,0293 17030318,447757,,1/1/2023,1,HR,45,1978,
2526,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41535,41536,0293 17030402,450076,,1/1/2023,1,HR,45,1978,
2527,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41535,41536,0293 17030402,450076,,1/1/2023,1,HR,45,1978,
2528,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41536,41537,0293 17030405,451345,,1/1/2023,1,HR,45,1978,
2529,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41536,41537,0293 17030405,451345,,1/1/2023,1,HR,45,1978,
2530,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41537,41538,0293 17030412,454819,,1/1/2023,1,HR,45,1978,
2531,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41537,41538,0293 17030412,454819,,1/1/2023,1,HR,45,1978,
2532,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41538,41539,0293 17030505,453766,,1/1/2023,1,HR,45,1978,
2533,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41538,41539,0293 17030505,453766,,1/1/2023,1,HR,45,1978,
2534,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41539,41540,0293 17030523,446572,,1/1/2023,1,HR,45,1978,
2535,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41539,41540,0293 17030523,446572,,1/1/2023,1,HR,45,1978,
2536,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41540,41541,0293 17030605,416369,,1/1/2023,1,HR,45,1978,
2537,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41540,41541,0293 17030605,416369,,1/1/2023,1,HR,45,1978,
2538,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41541,41542,0293 17030710,445373,,1/1/2023,1,HR,45,1978,
2539,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41541,41542,0293 17030710,445373,,1/1/2023,1,HR,45,1978,
2540,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41542,41543,0293 17030805,452993,,1/1/2023,1,HR,45,1978,
2541,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41542,41543,0293 17030805,452993,,1/1/2023,1,HR,45,1978,
2542,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41543,41544,0293 17031005,446606,,1/1/2023,1,HR,45,1978,
2543,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41543,41544,0293 17031005,446606,,1/1/2023,1,HR,45,1978,
2544,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43543,43544,0293 17030110,444194,,1/1/2023,1,HR,45,1978,
2545,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43543,43544,0293 17030110,444194,,1/1/2023,1,HR,45,1978,
2546,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43544,43545,0293 17030204,448117,,1/1/2023,1,HR,45,1978,
2547,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43544,43545,0293 17030204,448117,,1/1/2023,1,HR,45,1978,
2548,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43545,43546,0293 17030222,450764,,1/1/2023,1,HR,45,1978,
2549,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43545,43546,0293 17030222,450764,,1/1/2023,1,HR,45,1978,
2550,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43546,43547,0293 17030319,454340,,1/1/2023,1,HR,45,1978,
2551,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43546,43547,0293 17030319,454340,,1/1/2023,1,HR,45,1978,
2552,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43547,43548,0293 17030424,448302,,1/1/2023,1,HR,45,1978,
2553,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43547,43548,0293 17030424,448302,,1/1/2023,1,HR,45,1978,
2554,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43548,43549,0293 17030807,454961,,1/1/2023,1,HR,45,1978,
2555,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43548,43549,0293 17030807,454961,,1/1/2023,1,HR,45,1978,
2556,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43549,43550,0293 17030816,453708,,1/1/2023,1,HR,45,1978,
2557,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43549,43550,0293 17030816,453708,,1/1/2023,1,HR,45,1978,
2558,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43550,43551,0293 17030926,448259,,1/1/2023,1,HR,45,1978,
2559,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43550,43551,0293 17030926,448259,,1/1/2023,1,HR,45,1978,
2560,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43551,43552,0293 17031012,453692,,1/1/2023,1,HR,45,1978,
2561,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43551,43552,0293 17031012,453692,,1/1/2023,1,HR,45,1978,
2562,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43552,43553,0293 17031016,455455,,1/1/2023,1,HR,45,1978,
2563,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43552,43553,0293 17031016,455455,,1/1/2023,1,HR,45,1978,
2564,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43553,43554,0293 17031023,452144,,1/1/2023,1,HR,45,1978,
2565,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,43553,43554,0293 17031023,452144,,1/1/2023,1,HR,45,1978,
2566,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46007,46008,0293 17030124,448415,,1/1/2023,1,HR,45,1978,
2567,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46007,46008,0293 17030124,448415,,1/1/2023,1,HR,45,1978,
2568,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46008,46009,0293 17030223,446035,,1/1/2023,1,HR,45,1978,
2569,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46008,46009,0293 17030223,446035,,1/1/2023,1,HR,45,1978,
2570,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46009,46010,0293 17030305,447566,,1/1/2023,1,HR,45,1978,
2571,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46009,46010,0293 17030305,447566,,1/1/2023,1,HR,45,1978,
2572,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46010,46011,0293 17030704,454035,,1/1/2023,1,HR,45,1978,
2573,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46010,46011,0293 17030704,454035,,1/1/2023,1,HR,45,1978,
2574,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46011,46012,0293 17030706,447223,,1/1/2023,1,HR,45,1978,
2575,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46011,46012,0293 17030706,447223,,1/1/2023,1,HR,45,1978,
2576,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46012,46013,0293 17030709,453640,,1/1/2023,1,HR,45,1978,
2577,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46012,46013,0293 17030709,453640,,1/1/2023,1,HR,45,1978,
2578,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46013,46014,0293 17030818,445888,,1/1/2023,1,HR,45,1978,
2579,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46013,46014,0293 17030818,445888,,1/1/2023,1,HR,45,1978,
2580,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46014,46015,0293 17031004,453561,,1/1/2023,1,HR,45,1978,
2581,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46014,46015,0293 17031004,453561,,1/1/2023,1,HR,45,1978,
2582,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46015,46016,0293 17031018,454038,,1/1/2023,1,HR,45,1978,
2583,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46015,46016,0293 17031018,454038,,1/1/2023,1,HR,45,1978,
2584,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,46016,46017,0293 17031024,451026,,1/1/2023,1,HR,45,1978,
2585,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,46016,46017,0293 17031024,451026,,1/1/2023,1,HR,45,1978,
2586,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47787,47788,0293 17030103,455192,,1/1/2023,1,HR,45,1978,
2587,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47787,47788,0293 17030103,455192,,1/1/2023,1,HR,45,1978,
2588,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47788,47789,0293 17030111,454428,,1/1/2023,1,HR,45,1978,
2589,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47788,47789,0293 17030111,454428,,1/1/2023,1,HR,45,1978,
2590,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47789,47790,0293 17030117,445428,,1/1/2023,1,HR,45,1978,
2591,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47789,47790,0293 17030117,445428,,1/1/2023,1,HR,45,1978,
2592,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47790,47791,0293 17030224,454395,,1/1/2023,1,HR,45,1978,
2593,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47790,47791,0293 17030224,454395,,1/1/2023,1,HR,45,1978,
2594,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47791,47792,0293 17030302,448008,,1/1/2023,1,HR,45,1978,
2595,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47791,47792,0293 17030302,448008,,1/1/2023,1,HR,45,1978,
2596,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47792,47793,0293 17030306,447214,,1/1/2023,1,HR,45,1978,
2597,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47792,47793,0293 17030306,447214,,1/1/2023,1,HR,45,1978,
2598,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47793,47794,0293 17030503,449390,,1/1/2023,1,HR,45,1978,
2599,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47793,47794,0293 17030503,449390,,1/1/2023,1,HR,45,1978,
2600,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47794,47795,0293 17030819,453332,,1/1/2023,1,HR,45,1978,
2601,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47794,47795,0293 17030819,453332,,1/1/2023,1,HR,45,1978,
2602,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47795,47796,0293 17030923,447768,,1/1/2023,1,HR,45,1978,
2603,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,47795,47796,0293 17030923,447768,,1/1/2023,1,HR,45,1978,
2604,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49340,49341,0293 17030107,444985,,1/1/2023,1,HR,45,1978,
2605,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49340,49341,0293 17030107,444985,,1/1/2023,1,HR,45,1978,
2606,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49341,49342,0293 17030108,411793,,1/1/2023,1,HR,45,1978,
2607,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49341,49342,0293 17030108,411793,,1/1/2023,1,HR,45,1978,
2608,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49342,49343,0293 17030205,449581,,1/1/2023,1,HR,45,1978,
2609,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49342,49343,0293 17030205,449581,,1/1/2023,1,HR,45,1978,
2610,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49343,49344,0293 17030310,449145,,1/1/2023,1,HR,45,1978,
2611,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49343,49344,0293 17030310,449145,,1/1/2023,1,HR,45,1978,
2612,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49344,49345,0293 17030323,455542,,1/1/2023,1,HR,45,1978,
2613,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49344,49345,0293 17030323,455542,,1/1/2023,1,HR,45,1978,
2614,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49345,49346,0293 17030408,454674,,1/1/2023,1,HR,45,1978,
2615,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49345,49346,0293 17030408,454674,,1/1/2023,1,HR,45,1978,
2616,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49346,49347,0293 17030508,454631,,1/1/2023,1,HR,45,1978,
2617,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49346,49347,0293 17030508,454631,,1/1/2023,1,HR,45,1978,
2618,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,49347,49348,0293 17030603,449857,,1/1/2023,1,HR,45,1978,
2619,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,49347,49348,0293 17030603,449857,,1/1/2023,1,HR,45,1978,
